gene_id	exonic_length
ENSMUSG00000034252	7016
ENSMUSG00000084917	2581
ENSMUSG00000033577	12078
ENSMUSG00000099016	633
ENSMUSG00000032343	3630
ENSMUSG00000111510	214
ENSMUSG00000111717	192
ENSMUSG00000098685	564
ENSMUSG00000097655	627
ENSMUSG00000098429	511
ENSMUSG00000049511	4724
ENSMUSG00000097466	2234
ENSMUSG00000097241	729
ENSMUSG00000043289	4121
ENSMUSG00000111697	441
ENSMUSG00000099266	445
ENSMUSG00000032251	2158
ENSMUSG00000032253	33312
ENSMUSG00000111839	1009
ENSMUSG00000111774	584
ENSMUSG00000066456	1869
ENSMUSG00000101144	1450
ENSMUSG00000098747	724
ENSMUSG00000111443	6424
ENSMUSG00000032258	6306
ENSMUSG00000099718	366
ENSMUSG00000032261	7865
ENSMUSG00000110950	743
ENSMUSG00000111820	1734
ENSMUSG00000100155	1409
ENSMUSG00000032262	3026
ENSMUSG00000038379	4919
ENSMUSG00000111769	918
ENSMUSG00000032263	1805
ENSMUSG00000111757	1183
ENSMUSG00000111245	1041
ENSMUSG00000099724	3156
ENSMUSG00000111500	1027
ENSMUSG00000102064	205
ENSMUSG00000110783	386
ENSMUSG00000111281	493
ENSMUSG00000111822	487
ENSMUSG00000079433	57
ENSMUSG00000032265	5703
ENSMUSG00000111840	3422
ENSMUSG00000111663	520
ENSMUSG00000110956	320
ENSMUSG00000111386	322
ENSMUSG00000035941	8628
ENSMUSG00000056031	4057
ENSMUSG00000035274	3828
ENSMUSG00000110946	205
ENSMUSG00000032415	1790
ENSMUSG00000034973	20476
ENSMUSG00000056131	4487
ENSMUSG00000032417	1380
ENSMUSG00000032418	3848
ENSMUSG00000087466	1825
ENSMUSG00000033491	3444
ENSMUSG00000033419	9126
ENSMUSG00000111874	497
ENSMUSG00000047897	735
ENSMUSG00000032872	6736
ENSMUSG00000042761	2257
ENSMUSG00000056919	11607
ENSMUSG00000032419	4718
ENSMUSG00000100782	2599
ENSMUSG00000032420	8602
ENSMUSG00000032422	6107
ENSMUSG00000101335	2153
ENSMUSG00000032423	12297
ENSMUSG00000097195	1730
ENSMUSG00000032425	4110
ENSMUSG00000090693	1984
ENSMUSG00000097073	3767
ENSMUSG00000079427	4728
ENSMUSG00000074149	2464
ENSMUSG00000099974	863
ENSMUSG00000101698	904
ENSMUSG00000067399	1990
ENSMUSG00000097177	5332
ENSMUSG00000097677	785
ENSMUSG00000099930	9019
ENSMUSG00000102037	819
ENSMUSG00000079162	2262
ENSMUSG00000074146	3676
ENSMUSG00000089929	817
ENSMUSG00000066442	7638
ENSMUSG00000111806	2728
ENSMUSG00000039313	7268
ENSMUSG00000111274	633
ENSMUSG00000032353	2847
ENSMUSG00000047606	5487
ENSMUSG00000098727	462
ENSMUSG00000098627	3550
ENSMUSG00000032356	11063
ENSMUSG00000032359	4499
ENSMUSG00000062270	9754
ENSMUSG00000032363	6282
ENSMUSG00000037410	8799
ENSMUSG00000111666	1379
ENSMUSG00000099512	1159
ENSMUSG00000099406	216
ENSMUSG00000101608	599
ENSMUSG00000032368	5693
ENSMUSG00000036972	10335
ENSMUSG00000100341	688
ENSMUSG00000109896	710
ENSMUSG00000095654	1191
ENSMUSG00000032369	2462
ENSMUSG00000032372	3180
ENSMUSG00000101370	248
ENSMUSG00000074139	1974
ENSMUSG00000032377	3590
ENSMUSG00000032374	5392
ENSMUSG00000101734	2039
ENSMUSG00000099823	872
ENSMUSG00000100294	824
ENSMUSG00000045414	3950
ENSMUSG00000101595	1049
ENSMUSG00000031129	5679
ENSMUSG00000089709	1751
ENSMUSG00000033350	7328
ENSMUSG00000032407	14642
ENSMUSG00000101037	1319
ENSMUSG00000110827	828
ENSMUSG00000064225	8367
ENSMUSG00000086585	589
ENSMUSG00000086248	234
ENSMUSG00000015354	4625
ENSMUSG00000032839	8030
ENSMUSG00000049493	3890
ENSMUSG00000096655	2905
ENSMUSG00000032409	23629
ENSMUSG00000097777	4100
ENSMUSG00000032410	18585
ENSMUSG00000101867	667
ENSMUSG00000100931	1137
ENSMUSG00000041440	8493
ENSMUSG00000032411	14029
ENSMUSG00000032412	2389
ENSMUSG00000056418	2356
ENSMUSG00000051234	1328
ENSMUSG00000099564	1964
ENSMUSG00000032413	15856
ENSMUSG00000040433	11733
ENSMUSG00000102097	2814
ENSMUSG00000101581	2111
ENSMUSG00000043587	6148
ENSMUSG00000046997	4484
ENSMUSG00000085541	4720
ENSMUSG00000101365	3382
ENSMUSG00000032449	9594
ENSMUSG00000084911	3207
ENSMUSG00000032451	2463
ENSMUSG00000087167	611
ENSMUSG00000032452	5691
ENSMUSG00000090255	3952
ENSMUSG00000046995	517
ENSMUSG00000032456	5004
ENSMUSG00000046402	2652
ENSMUSG00000032454	962
ENSMUSG00000051074	1273
ENSMUSG00000032458	6351
ENSMUSG00000032459	3991
ENSMUSG00000102861	1256
ENSMUSG00000102013	1483
ENSMUSG00000091080	883
ENSMUSG00000063058	881
ENSMUSG00000090470	1817
ENSMUSG00000074123	1504
ENSMUSG00000097072	3315
ENSMUSG00000050397	3256
ENSMUSG00000032463	5745
ENSMUSG00000044860	1537
ENSMUSG00000032462	7193
ENSMUSG00000096316	798
ENSMUSG00000056267	4806
ENSMUSG00000100281	948
ENSMUSG00000037681	7138
ENSMUSG00000100123	767
ENSMUSG00000032470	5134
ENSMUSG00000046242	1662
ENSMUSG00000032468	6531
ENSMUSG00000032469	2488
ENSMUSG00000037953	2757
ENSMUSG00000037784	7984
ENSMUSG00000032473	4456
ENSMUSG00000089655	311
ENSMUSG00000110929	721
ENSMUSG00000053747	2065
ENSMUSG00000101584	744
ENSMUSG00000101042	550
ENSMUSG00000111258	1302
ENSMUSG00000101287	620
ENSMUSG00000044244	4206
ENSMUSG00000032475	4792
ENSMUSG00000100176	456
ENSMUSG00000070287	1590
ENSMUSG00000037286	11781
ENSMUSG00000032527	2771
ENSMUSG00000066415	5627
ENSMUSG00000043154	12455
ENSMUSG00000101941	1540
ENSMUSG00000100807	4236
ENSMUSG00000057710	1784
ENSMUSG00000032537	7002
ENSMUSG00000101648	284
ENSMUSG00000035606	5879
ENSMUSG00000100279	623
ENSMUSG00000032534	9598
ENSMUSG00000035048	2377
ENSMUSG00000099491	788
ENSMUSG00000032531	6289
ENSMUSG00000093812	931
ENSMUSG00000110884	1730
ENSMUSG00000032547	4534
ENSMUSG00000032548	13545
ENSMUSG00000110765	765
ENSMUSG00000032549	5031
ENSMUSG00000032553	4287
ENSMUSG00000032554	3320
ENSMUSG00000033688	4508
ENSMUSG00000032555	11226
ENSMUSG00000032803	7403
ENSMUSG00000111399	670
ENSMUSG00000086236	2764
ENSMUSG00000032556	1698
ENSMUSG00000085168	1841
ENSMUSG00000042757	9930
ENSMUSG00000111278	594
ENSMUSG00000099616	2765
ENSMUSG00000099722	7316
ENSMUSG00000111035	313
ENSMUSG00000032558	6617
ENSMUSG00000032557	5832
ENSMUSG00000090150	9798
ENSMUSG00000079355	5380
ENSMUSG00000032560	11938
ENSMUSG00000032561	7330
ENSMUSG00000099599	409
ENSMUSG00000032564	5499
ENSMUSG00000032563	6661
ENSMUSG00000111044	832
ENSMUSG00000032565	2592
ENSMUSG00000032566	1006
ENSMUSG00000035032	4246
ENSMUSG00000093590	322
ENSMUSG00000085430	1294
ENSMUSG00000032567	6748
ENSMUSG00000032570	9694
ENSMUSG00000099373	3334
ENSMUSG00000032571	9660
ENSMUSG00000043719	9166
ENSMUSG00000091345	9413
ENSMUSG00000032572	8526
ENSMUSG00000111796	736
ENSMUSG00000100795	2468
ENSMUSG00000086296	5167
ENSMUSG00000020258	4229
ENSMUSG00000020257	6341
ENSMUSG00000020253	2710
ENSMUSG00000023277	2319
ENSMUSG00000045322	3478
ENSMUSG00000032786	6174
ENSMUSG00000097592	1224
ENSMUSG00000023345	3336
ENSMUSG00000099879	3657
ENSMUSG00000053716	3356
ENSMUSG00000048758	1126
ENSMUSG00000023262	2966
ENSMUSG00000042210	2111
ENSMUSG00000042073	2671
ENSMUSG00000100039	551
ENSMUSG00000023495	4268
ENSMUSG00000091735	1977
ENSMUSG00000023249	3699
ENSMUSG00000041506	2933
ENSMUSG00000066383	738
ENSMUSG00000118396	2668
ENSMUSG00000066382	551
ENSMUSG00000041009	756
ENSMUSG00000091129	1138
ENSMUSG00000101411	1393
ENSMUSG00000023192	4894
ENSMUSG00000040813	2874
ENSMUSG00000040661	11828
ENSMUSG00000040325	7786
ENSMUSG00000032575	3524
ENSMUSG00000103835	582
ENSMUSG00000074102	6511
ENSMUSG00000090207	2360
ENSMUSG00000039716	14448
ENSMUSG00000104086	1120
ENSMUSG00000032577	5542
ENSMUSG00000032578	6419
ENSMUSG00000090570	479
ENSMUSG00000032579	3646
ENSMUSG00000037977	2912
ENSMUSG00000102144	2277
ENSMUSG00000010066	7947
ENSMUSG00000091816	3148
ENSMUSG00000091425	335
ENSMUSG00000010045	2194
ENSMUSG00000037190	1974
ENSMUSG00000010057	2013
ENSMUSG00000010044	2129
ENSMUSG00000102300	503
ENSMUSG00000010067	5845
ENSMUSG00000097099	6021
ENSMUSG00000010054	1785
ENSMUSG00000010047	3293
ENSMUSG00000089935	410
ENSMUSG00000010051	3777
ENSMUSG00000079334	3154
ENSMUSG00000036091	1948
ENSMUSG00000010048	2637
ENSMUSG00000103409	1653
ENSMUSG00000103164	452
ENSMUSG00000057969	4777
ENSMUSG00000032562	3779
ENSMUSG00000010064	5277
ENSMUSG00000034837	3029
ENSMUSG00000034684	5197
ENSMUSG00000032580	15434
ENSMUSG00000102899	549
ENSMUSG00000032582	13944
ENSMUSG00000032583	2826
ENSMUSG00000032584	5007
ENSMUSG00000066368	3993
ENSMUSG00000102377	220
ENSMUSG00000032936	3763
ENSMUSG00000032586	6281
ENSMUSG00000032596	6692
ENSMUSG00000042106	1156
ENSMUSG00000093749	1186
ENSMUSG00000032595	3084
ENSMUSG00000093619	536
ENSMUSG00000032594	6487
ENSMUSG00000102540	1234
ENSMUSG00000070284	2785
ENSMUSG00000041528	6754
ENSMUSG00000092218	203
ENSMUSG00000032593	2543
ENSMUSG00000032591	2262
ENSMUSG00000032590	5651
ENSMUSG00000032589	15938
ENSMUSG00000102224	1503
ENSMUSG00000039952	6357
ENSMUSG00000032606	2835
ENSMUSG00000032607	2437
ENSMUSG00000039461	1838
ENSMUSG00000007815	7494
ENSMUSG00000104208	347
ENSMUSG00000063856	1441
ENSMUSG00000032612	8628
ENSMUSG00000104399	613
ENSMUSG00000032611	1236
ENSMUSG00000047220	2890
ENSMUSG00000050641	793
ENSMUSG00000032609	8419
ENSMUSG00000049305	3267
ENSMUSG00000052911	6082
ENSMUSG00000006676	7048
ENSMUSG00000032604	6572
ENSMUSG00000006673	7918
ENSMUSG00000062867	3077
ENSMUSG00000070283	1815
ENSMUSG00000103103	1642
ENSMUSG00000019039	2458
ENSMUSG00000066357	4163
ENSMUSG00000006675	3890
ENSMUSG00000102770	482
ENSMUSG00000064145	7672
ENSMUSG00000032602	4844
ENSMUSG00000032601	6378
ENSMUSG00000032599	4067
ENSMUSG00000032598	4656
ENSMUSG00000103785	1126
ENSMUSG00000023473	12063
ENSMUSG00000023259	5411
ENSMUSG00000025652	945
ENSMUSG00000025651	4135
ENSMUSG00000025650	10287
ENSMUSG00000049699	1155
ENSMUSG00000103811	357
ENSMUSG00000025648	4875
ENSMUSG00000025647	3297
ENSMUSG00000049734	1147
ENSMUSG00000025646	7152
ENSMUSG00000091537	1359
ENSMUSG00000025645	1526
ENSMUSG00000025644	2010
ENSMUSG00000053646	9592
ENSMUSG00000047237	2448
ENSMUSG00000049314	1513
ENSMUSG00000061701	2429
ENSMUSG00000105589	2114
ENSMUSG00000054087	1951
ENSMUSG00000070324	1835
ENSMUSG00000074062	1801
ENSMUSG00000106134	1121
ENSMUSG00000074061	3487
ENSMUSG00000104674	2614
ENSMUSG00000074060	1495
ENSMUSG00000062275	1488
ENSMUSG00000094992	1490
ENSMUSG00000074059	1519
ENSMUSG00000059547	1824
ENSMUSG00000104614	1868
ENSMUSG00000050074	821
ENSMUSG00000032478	2088
ENSMUSG00000038357	758
ENSMUSG00000032477	8023
ENSMUSG00000032479	15143
ENSMUSG00000105856	511
ENSMUSG00000032480	10616
ENSMUSG00000032481	7832
ENSMUSG00000032482	10074
ENSMUSG00000105484	740
ENSMUSG00000054836	2872
ENSMUSG00000032485	7443
ENSMUSG00000036057	5619
ENSMUSG00000032484	1222
ENSMUSG00000054792	7021
ENSMUSG00000032489	4298
ENSMUSG00000044791	10754
ENSMUSG00000032491	1817
ENSMUSG00000056724	9554
ENSMUSG00000105127	251
ENSMUSG00000019659	2694
ENSMUSG00000104945	2054
ENSMUSG00000032492	2925
ENSMUSG00000059741	2044
ENSMUSG00000044664	1584
ENSMUSG00000032493	3530
ENSMUSG00000058398	2327
ENSMUSG00000047257	1235
ENSMUSG00000049719	1346
ENSMUSG00000048752	1456
ENSMUSG00000049555	3094
ENSMUSG00000044037	5883
ENSMUSG00000096393	499
ENSMUSG00000032494	2622
ENSMUSG00000032495	3757
ENSMUSG00000066319	3057
ENSMUSG00000102060	1067
ENSMUSG00000057802	4355
ENSMUSG00000032496	3450
ENSMUSG00000043953	2598
ENSMUSG00000032497	6334
ENSMUSG00000032498	5300
ENSMUSG00000046785	7165
ENSMUSG00000062296	13123
ENSMUSG00000032500	3005
ENSMUSG00000106647	2872
ENSMUSG00000106232	313
ENSMUSG00000032502	2644
ENSMUSG00000111054	566
ENSMUSG00000032503	17428
ENSMUSG00000089718	326
ENSMUSG00000087038	6718
ENSMUSG00000110876	1030
ENSMUSG00000110996	1914
ENSMUSG00000111235	787
ENSMUSG00000111022	1158
ENSMUSG00000110784	664
ENSMUSG00000111532	464
ENSMUSG00000111199	1993
ENSMUSG00000109890	3375
ENSMUSG00000111364	1594
ENSMUSG00000032504	6903
ENSMUSG00000033392	15378
ENSMUSG00000009741	4757
ENSMUSG00000032507	4444
ENSMUSG00000111793	622
ENSMUSG00000086596	4083
ENSMUSG00000111734	3775
ENSMUSG00000064299	3954
ENSMUSG00000053820	444
ENSMUSG00000074039	3745
ENSMUSG00000032431	1772
ENSMUSG00000045594	3008
ENSMUSG00000079260	2921
ENSMUSG00000047898	3093
ENSMUSG00000079259	9332
ENSMUSG00000097821	905
ENSMUSG00000056167	6719
ENSMUSG00000032435	3871
ENSMUSG00000032434	3440
ENSMUSG00000032436	3455
ENSMUSG00000052724	965
ENSMUSG00000041012	3401
ENSMUSG00000050627	5077
ENSMUSG00000040875	5139
ENSMUSG00000050621	374
ENSMUSG00000098127	561
ENSMUSG00000098191	265
ENSMUSG00000097967	620
ENSMUSG00000032437	4221
ENSMUSG00000111398	5867
ENSMUSG00000110905	417
ENSMUSG00000056880	3966
ENSMUSG00000087469	2850
ENSMUSG00000032440	8187
ENSMUSG00000111243	943
ENSMUSG00000111729	387
ENSMUSG00000111324	4048
ENSMUSG00000110752	845
ENSMUSG00000039607	10930
ENSMUSG00000079669	1655
ENSMUSG00000097240	3909
ENSMUSG00000032443	3657
ENSMUSG00000039285	6439
ENSMUSG00000039163	1169
ENSMUSG00000097402	1181
ENSMUSG00000098161	388
ENSMUSG00000111843	840
ENSMUSG00000032446	4155
ENSMUSG00000110692	536
ENSMUSG00000038708	13602
ENSMUSG00000110676	1998
ENSMUSG00000039115	7691
ENSMUSG00000086119	3735
ENSMUSG00000087041	643
ENSMUSG00000047409	5190
ENSMUSG00000038775	4409
ENSMUSG00000010660	3093
ENSMUSG00000038060	6696
ENSMUSG00000010651	1962
ENSMUSG00000074029	2509
ENSMUSG00000070280	2432
ENSMUSG00000074028	2001
ENSMUSG00000036737	5350
ENSMUSG00000032508	2576
ENSMUSG00000036138	4414
ENSMUSG00000035769	4106
ENSMUSG00000061393	3928
ENSMUSG00000111204	397
ENSMUSG00000097504	1195
ENSMUSG00000042787	6520
ENSMUSG00000032511	8764
ENSMUSG00000034533	7966
ENSMUSG00000034115	5931
ENSMUSG00000097223	823
ENSMUSG00000032512	8927
ENSMUSG00000052336	4505
ENSMUSG00000032513	4146
ENSMUSG00000032514	5388
ENSMUSG00000032515	3473
ENSMUSG00000111639	4947
ENSMUSG00000111369	570
ENSMUSG00000111089	566
ENSMUSG00000079243	6230
ENSMUSG00000111792	1411
ENSMUSG00000042262	1175
ENSMUSG00000032519	2747
ENSMUSG00000032518	3170
ENSMUSG00000111028	1940
ENSMUSG00000032517	6849
ENSMUSG00000111360	2516
ENSMUSG00000111498	1876
ENSMUSG00000041794	5537
ENSMUSG00000111828	1041
ENSMUSG00000006941	1125
ENSMUSG00000041608	3755
ENSMUSG00000025794	1651
ENSMUSG00000052658	744
ENSMUSG00000110760	1154
ENSMUSG00000111533	1369
ENSMUSG00000111831	790
ENSMUSG00000111270	1219
ENSMUSG00000111720	1895
ENSMUSG00000110911	349
ENSMUSG00000111233	757
ENSMUSG00000110730	1813
ENSMUSG00000111094	3329
ENSMUSG00000111445	344
ENSMUSG00000111528	1266
ENSMUSG00000100146	644
ENSMUSG00000086365	831
ENSMUSG00000006932	5192
ENSMUSG00000040936	8503
ENSMUSG00000110863	1294
ENSMUSG00000032536	12568
ENSMUSG00000032532	1305
ENSMUSG00000111598	1062
ENSMUSG00000110814	5814
ENSMUSG00000032530	1402
ENSMUSG00000084995	819
ENSMUSG00000032528	5800
ENSMUSG00000061536	6119
ENSMUSG00000032526	3060
ENSMUSG00000032525	21283
ENSMUSG00000097820	5282
ENSMUSG00000013419	7063
ENSMUSG00000074001	2501
ENSMUSG00000032523	2625
ENSMUSG00000079235	3418
ENSMUSG00000092042	432
ENSMUSG00000038412	3040
ENSMUSG00000111079	1530
ENSMUSG00000111465	9507
ENSMUSG00000044534	3127
ENSMUSG00000050445	1950
ENSMUSG00000043773	2099
ENSMUSG00000038233	3871
ENSMUSG00000066235	2903
ENSMUSG00000111873	735
ENSMUSG00000110729	2232
ENSMUSG00000111389	9813
ENSMUSG00000111785	2169
ENSMUSG00000038145	5780
ENSMUSG00000111434	702
ENSMUSG00000037949	5910
ENSMUSG00000097572	4044
ENSMUSG00000111268	269
ENSMUSG00000032540	5956
ENSMUSG00000093598	2013
ENSMUSG00000111192	247
ENSMUSG00000111146	1540
ENSMUSG00000110984	731
ENSMUSG00000111221	1053
ENSMUSG00000097736	6620
ENSMUSG00000111143	517
ENSMUSG00000111068	1135
ENSMUSG00000111577	453
ENSMUSG00000094985	5119
ENSMUSG00000046603	4620
ENSMUSG00000107504	1323
ENSMUSG00000047036	7409
ENSMUSG00000111325	1400
ENSMUSG00000097322	7684
ENSMUSG00000063488	7253
ENSMUSG00000057895	2130
ENSMUSG00000032551	5594
ENSMUSG00000036768	11020
ENSMUSG00000110945	2578
ENSMUSG00000066233	1521
ENSMUSG00000025787	4555
ENSMUSG00000025786	13682
ENSMUSG00000025785	6013
ENSMUSG00000025784	992
ENSMUSG00000035498	6765
ENSMUSG00000054871	1712
ENSMUSG00000111371	447
ENSMUSG00000035202	11089
ENSMUSG00000025239	6018
ENSMUSG00000025240	3738
ENSMUSG00000025243	8538
ENSMUSG00000036814	4084
ENSMUSG00000091172	743
ENSMUSG00000090608	2022
ENSMUSG00000029530	10260
ENSMUSG00000025245	11152
ENSMUSG00000091661	2688
ENSMUSG00000025241	8862
ENSMUSG00000048521	1931
ENSMUSG00000060509	4453
ENSMUSG00000025804	2833
ENSMUSG00000064039	1166
ENSMUSG00000035448	3272
ENSMUSG00000049103	6760
ENSMUSG00000079227	8434
ENSMUSG00000110834	461
ENSMUSG00000074829	3914
ENSMUSG00000111733	398
ENSMUSG00000093803	4538
ENSMUSG00000096734	63
ENSMUSG00000071434	2801
ENSMUSG00000110909	1938
ENSMUSG00000091618	2817
ENSMUSG00000040653	2617
ENSMUSG00000019762	1623
ENSMUSG00000040624	8997
ENSMUSG00000040675	4435
ENSMUSG00000111266	2651
ENSMUSG00000038587	6461
ENSMUSG00000075327	7374
ENSMUSG00000095123	4838
ENSMUSG00000019763	5894
ENSMUSG00000085687	4118
ENSMUSG00000061759	8243
ENSMUSG00000019767	3792
ENSMUSG00000019768	13661
ENSMUSG00000096054	40491
ENSMUSG00000096553	2784
ENSMUSG00000046916	2845
ENSMUSG00000019772	3402
ENSMUSG00000019773	2003
ENSMUSG00000019774	3261
ENSMUSG00000019775	8298
ENSMUSG00000078488	60
ENSMUSG00000000766	8037
ENSMUSG00000064065	9003
ENSMUSG00000015202	3837
ENSMUSG00000079685	6726
ENSMUSG00000019796	3418
ENSMUSG00000019795	4718
ENSMUSG00000040034	2560
ENSMUSG00000040021	7297
ENSMUSG00000019794	2195
ENSMUSG00000092190	331
ENSMUSG00000040006	2996
ENSMUSG00000085211	1173
ENSMUSG00000015757	6450
ENSMUSG00000039981	4092
ENSMUSG00000015755	6135
ENSMUSG00000112360	341
ENSMUSG00000112109	535
ENSMUSG00000047712	4626
ENSMUSG00000111215	850
ENSMUSG00000015305	8568
ENSMUSG00000097597	1446
ENSMUSG00000111731	807
ENSMUSG00000111674	330
ENSMUSG00000112019	871
ENSMUSG00000111627	599
ENSMUSG00000112700	491
ENSMUSG00000112303	1428
ENSMUSG00000060487	6922
ENSMUSG00000019790	16513
ENSMUSG00000112146	577
ENSMUSG00000101621	1491
ENSMUSG00000112074	1474
ENSMUSG00000112713	716
ENSMUSG00000112060	820
ENSMUSG00000109160	2351
ENSMUSG00000112219	877
ENSMUSG00000112573	1263
ENSMUSG00000050994	6192
ENSMUSG00000019832	2339
ENSMUSG00000078481	51
ENSMUSG00000019828	7648
ENSMUSG00000112730	1250
ENSMUSG00000090112	14066
ENSMUSG00000090070	471
ENSMUSG00000097007	3634
ENSMUSG00000047648	5197
ENSMUSG00000055493	3287
ENSMUSG00000112151	267
ENSMUSG00000111995	3607
ENSMUSG00000112747	529
ENSMUSG00000112775	172
ENSMUSG00000112156	338
ENSMUSG00000112131	1864
ENSMUSG00000019820	17108
ENSMUSG00000097378	1143
ENSMUSG00000039232	4209
ENSMUSG00000078348	3841
ENSMUSG00000112498	1618
ENSMUSG00000019817	7819
ENSMUSG00000019815	1157
ENSMUSG00000019814	2317
ENSMUSG00000062866	11692
ENSMUSG00000019810	6161
ENSMUSG00000019809	4740
ENSMUSG00000019808	1466
ENSMUSG00000112055	242
ENSMUSG00000019806	9196
ENSMUSG00000112172	633
ENSMUSG00000112102	511
ENSMUSG00000015501	13720
ENSMUSG00000101014	315
ENSMUSG00000112266	1590
ENSMUSG00000112284	300
ENSMUSG00000112238	132
ENSMUSG00000112679	1684
ENSMUSG00000112225	890
ENSMUSG00000039116	12228
ENSMUSG00000111888	1003
ENSMUSG00000019868	2263
ENSMUSG00000085572	815
ENSMUSG00000019865	3228
ENSMUSG00000019867	1480
ENSMUSG00000096963	1374
ENSMUSG00000112113	555
ENSMUSG00000112928	2105
ENSMUSG00000112089	506
ENSMUSG00000112800	807
ENSMUSG00000111963	549
ENSMUSG00000112227	628
ENSMUSG00000112929	533
ENSMUSG00000101969	5236
ENSMUSG00000111922	635
ENSMUSG00000112478	3449
ENSMUSG00000112587	332
ENSMUSG00000111927	1357
ENSMUSG00000112629	253
ENSMUSG00000039910	2457
ENSMUSG00000093672	3118
ENSMUSG00000039891	5504
ENSMUSG00000039879	6247
ENSMUSG00000078453	1056
ENSMUSG00000019854	5564
ENSMUSG00000071392	4257
ENSMUSG00000059554	2964
ENSMUSG00000096977	2895
ENSMUSG00000039835	11348
ENSMUSG00000019853	3930
ENSMUSG00000019852	14579
ENSMUSG00000111474	1749
ENSMUSG00000044624	2358
ENSMUSG00000110737	6871
ENSMUSG00000019851	1952
ENSMUSG00000111318	993
ENSMUSG00000019850	7226
ENSMUSG00000110938	305
ENSMUSG00000111821	2552
ENSMUSG00000111052	5599
ENSMUSG00000110917	1120
ENSMUSG00000045591	2072
ENSMUSG00000110902	1159
ENSMUSG00000020009	2847
ENSMUSG00000039760	2498
ENSMUSG00000042940	1407
ENSMUSG00000020007	2428
ENSMUSG00000110958	742
ENSMUSG00000050473	2630
ENSMUSG00000020003	12092
ENSMUSG00000071369	6086
ENSMUSG00000019996	7935
ENSMUSG00000110754	620
ENSMUSG00000111447	1165
ENSMUSG00000069713	1789
ENSMUSG00000037608	15301
ENSMUSG00000019992	2140
ENSMUSG00000019990	12444
ENSMUSG00000111091	470
ENSMUSG00000019986	7040
ENSMUSG00000111227	1667
ENSMUSG00000111102	794
ENSMUSG00000019982	8933
ENSMUSG00000097923	2184
ENSMUSG00000110967	654
ENSMUSG00000111005	856
ENSMUSG00000111200	546
ENSMUSG00000019977	6051
ENSMUSG00000112654	1018
ENSMUSG00000037542	4389
ENSMUSG00000037535	721
ENSMUSG00000050844	1136
ENSMUSG00000056716	2499
ENSMUSG00000099749	332
ENSMUSG00000097107	1818
ENSMUSG00000019970	4903
ENSMUSG00000069712	1773
ENSMUSG00000097327	2789
ENSMUSG00000053219	2159
ENSMUSG00000075297	1213
ENSMUSG00000097705	1724
ENSMUSG00000097108	4479
ENSMUSG00000078452	1441
ENSMUSG00000096937	4478
ENSMUSG00000037490	4237
ENSMUSG00000071359	3271
ENSMUSG00000118528	129
ENSMUSG00000112888	1271
ENSMUSG00000112397	2198
ENSMUSG00000045680	2349
ENSMUSG00000010461	9419
ENSMUSG00000111894	893
ENSMUSG00000112868	756
ENSMUSG00000061983	2027
ENSMUSG00000037455	3258
ENSMUSG00000020010	1811
ENSMUSG00000037440	2416
ENSMUSG00000056379	1114
ENSMUSG00000059763	1020
ENSMUSG00000069708	1032
ENSMUSG00000069707	1044
ENSMUSG00000069706	1014
ENSMUSG00000045111	1038
ENSMUSG00000095647	1077
ENSMUSG00000095171	1077
ENSMUSG00000095569	1077
ENSMUSG00000100689	1077
ENSMUSG00000100950	1077
ENSMUSG00000096442	1035
ENSMUSG00000100186	1035
ENSMUSG00000100004	1035
ENSMUSG00000037424	1047
ENSMUSG00000085451	1254
ENSMUSG00000019998	4473
ENSMUSG00000020000	3198
ENSMUSG00000086148	2110
ENSMUSG00000087400	2053
ENSMUSG00000019997	2861
ENSMUSG00000037370	10257
ENSMUSG00000019989	6017
ENSMUSG00000019984	6692
ENSMUSG00000019987	2228
ENSMUSG00000112758	723
ENSMUSG00000111970	867
ENSMUSG00000039166	4375
ENSMUSG00000112352	2420
ENSMUSG00000019978	11843
ENSMUSG00000096546	4378
ENSMUSG00000101537	1909
ENSMUSG00000112630	1662
ENSMUSG00000112803	542
ENSMUSG00000112444	865
ENSMUSG00000112324	2661
ENSMUSG00000049420	6677
ENSMUSG00000039098	1193
ENSMUSG00000051354	3786
ENSMUSG00000039089	9713
ENSMUSG00000112797	248
ENSMUSG00000111950	741
ENSMUSG00000039031	6602
ENSMUSG00000112751	909
ENSMUSG00000019899	16605
ENSMUSG00000101636	1516
ENSMUSG00000112610	1961
ENSMUSG00000112206	1949
ENSMUSG00000019889	13328
ENSMUSG00000049109	11682
ENSMUSG00000015519	1858
ENSMUSG00000038916	4175
ENSMUSG00000004360	5767
ENSMUSG00000110830	2586
ENSMUSG00000019883	4125
ENSMUSG00000038876	4456
ENSMUSG00000111646	1817
ENSMUSG00000019880	3090
ENSMUSG00000110831	1113
ENSMUSG00000111195	433
ENSMUSG00000075266	4211
ENSMUSG00000019792	5308
ENSMUSG00000111080	3440
ENSMUSG00000019791	5519
ENSMUSG00000039697	10565
ENSMUSG00000019789	4593
ENSMUSG00000111778	1651
ENSMUSG00000000295	3508
ENSMUSG00000000296	1323
ENSMUSG00000111256	781
ENSMUSG00000110976	560
ENSMUSG00000063760	11013
ENSMUSG00000069670	4710
ENSMUSG00000112469	856
ENSMUSG00000019787	9352
ENSMUSG00000112707	2548
ENSMUSG00000019785	7259
ENSMUSG00000090087	2147
ENSMUSG00000090298	930
